,Nation_Ranking,League_Ranking,Age,MP,TotGoals,Shots,G/Sh,CompPass,CompPass%,ShoPass,LongPass,LongPass%,Assists,Pas3rd,SCA,GCA,TklWon,TklInt,Blocks,Clearence,Carries,CPA,Recov,AerWon%,MV
1305,5,1,25,19,0,0.79,0.0,52.0,85.6,22.0,7.29,67.9,0.06,7.85,2.09,0.11,0.85,2.43,0.9,0.23,53.7,0.06,5.48,50.0,3.0
1306,5,4,22,11,1,0.11,1.0,34.3,82.5,9.68,7.68,70.2,0.0,2.11,0.42,0.0,0.63,1.89,0.74,4.63,22.6,0.0,4.74,51.6,3.0
1307,3,4,28,18,1,1.57,0.06,39.4,83.6,15.2,5.29,76.1,0.0,4.22,1.27,0.0,2.25,4.61,1.57,2.35,34.7,0.1,7.55,51.5,3.0
1308,5,5,31,16,0,0.0,0.0,37.9,77.9,19.8,1.49,34.5,0.0,3.13,1.12,0.0,0.75,2.69,1.34,2.31,25.1,0.07,4.7,37.5,3.0
1309,1,5,34,13,0,0.32,0.0,34.5,81.2,16.8,2.63,58.1,0.0,1.37,0.95,0.11,1.37,2.84,1.16,3.47,25.1,0.11,5.26,53.8,3.0
1310,5,4,26,18,1,0.97,0.08,37.6,84.4,18.2,2.98,77.1,0.0,4.6,3.23,0.0,1.85,4.44,1.29,0.48,31.0,0.16,6.53,36.1,3.0
1311,5,1,32,18,0,0.34,0.0,30.3,66.2,15.3,2.24,48.1,0.17,1.9,2.24,0.69,0.86,3.1,0.86,2.76,34.5,0.34,5.69,58.3,3.0
1312,5,1,22,20,1,1.75,0.04,38.2,81.0,19.8,2.19,66.7,0.22,4.23,3.72,0.51,0.51,1.68,0.95,0.29,48.2,0.51,3.72,25.0,3.0
1313,5,4,34,17,0,0.49,0.0,32.0,74.5,16.3,2.56,50.6,0.06,2.32,2.07,0.18,1.1,2.07,0.61,1.46,26.4,0.3,4.7,57.1,3.0
1314,1,2,26,19,1,0.46,0.13,29.0,83.5,14.7,1.09,48.7,0.11,2.91,1.94,0.29,1.6,3.54,1.09,0.86,26.8,0.29,6.34,39.3,3.0
1315,5,4,30,16,0,0.07,0.0,34.3,75.0,16.5,2.64,44.0,0.0,3.29,1.79,0.14,0.64,1.86,0.57,2.43,26.8,0.07,4.36,38.9,3.0
1316,5,1,39,22,1,0.5,0.09,61.3,90.0,21.3,6.73,67.9,0.05,3.23,0.59,0.05,1.0,3.09,1.68,3.59,59.9,0.0,6.64,67.3,3.0
1317,5,2,34,9,0,0.69,0.0,31.7,70.8,17.4,1.21,22.6,0.0,3.1,1.38,0.0,0.34,0.69,0.86,2.76,24.1,0.0,4.83,52.9,3.0
1318,4,1,31,18,4,1.28,0.24,24.4,78.3,13.3,1.28,63.0,0.08,2.71,2.03,0.38,0.9,2.56,1.05,0.38,29.5,0.3,4.21,33.3,3.0
1319,5,1,30,12,0,0.38,0.0,32.7,66.7,15.8,1.39,26.8,0.13,1.52,1.77,0.38,1.01,2.53,0.89,0.76,38.1,1.01,4.18,50.0,3.0
1320,1,1,22,17,0,0.09,0.0,39.5,83.8,18.0,2.36,60.5,0.09,2.36,1.27,0.27,0.73,3.18,1.73,2.0,39.8,0.09,5.0,58.3,3.0
1321,5,1,30,8,1,2.04,0.1,18.4,78.3,11.8,0.2,50.0,0.0,1.02,2.04,0.0,0.0,0.2,0.41,0.2,22.2,0.61,1.22,48.6,3.0
1322,5,3,32,16,2,1.08,0.2,21.0,66.1,10.3,1.61,65.2,0.32,2.15,3.01,0.32,1.18,1.94,1.08,0.75,21.3,0.11,5.48,40.0,3.0
1323,5,4,30,16,1,0.71,0.2,45.3,84.5,21.7,5.0,67.3,0.14,5.57,2.14,0.29,1.14,2.14,1.0,1.29,34.4,0.0,7.29,60.0,3.0
1324,2,2,33,15,0,0.92,0.0,25.4,70.2,14.3,1.08,41.2,0.15,2.77,2.77,0.0,1.23,2.77,1.08,2.15,24.9,0.0,6.77,53.3,3.0
1325,5,4,33,10,0,1.41,0.0,32.4,72.8,16.2,3.18,37.5,0.0,1.29,2.0,0.0,1.76,3.76,1.76,3.06,23.9,0.0,5.53,54.2,3.0
1326,4,4,31,21,0,0.56,0.0,27.5,64.3,13.6,2.34,32.4,0.15,2.18,1.52,0.15,1.62,3.76,1.73,2.74,22.0,0.2,6.24,44.1,3.0
1327,5,4,23,9,0,0.29,0.0,28.0,76.0,16.9,2.29,36.4,0.0,2.57,2.29,0.29,2.57,6.0,1.43,0.57,31.4,0.29,6.86,0.0,3.0
1328,5,2,31,8,0,1.89,0.0,24.5,65.3,10.4,3.02,44.4,0.38,2.08,1.7,0.57,0.94,2.64,1.7,1.32,19.1,0.19,4.34,50.0,3.0
1329,5,4,30,19,3,0.88,0.17,34.3,84.7,17.6,3.97,62.8,0.0,3.38,1.91,0.07,0.44,1.4,0.81,1.03,26.7,0.22,4.49,33.3,3.0
1330,5,4,26,10,0,2.5,0.0,15.7,63.8,7.86,0.0,0.0,0.0,0.71,2.5,0.0,0.71,1.07,0.36,0.71,21.1,0.71,6.07,58.8,3.0
1331,5,2,28,12,0,0.52,0.0,40.0,84.2,11.9,4.27,61.2,0.0,1.77,0.42,0.0,0.52,2.92,2.19,2.6,31.7,0.0,6.46,58.3,3.0
1332,5,4,29,15,0,0.27,0.0,31.5,70.6,16.4,1.89,37.8,0.14,2.3,1.35,0.14,1.62,3.11,1.08,1.76,27.8,0.41,4.32,50.0,3.0
1333,3,3,24,18,0,0.18,0.0,49.2,81.3,15.0,9.46,61.4,0.0,4.64,1.01,0.06,1.25,4.23,1.43,3.93,41.4,0.0,8.57,47.7,3.0
1334,5,4,29,17,0,0.48,0.0,37.9,82.8,17.6,3.93,61.3,0.0,4.55,1.79,0.21,1.79,3.31,0.9,1.03,31.2,0.0,7.17,31.3,3.0
1335,5,1,35,20,7,1.94,0.23,27.7,78.7,16.6,0.84,72.2,0.0,1.55,2.58,0.13,0.45,1.42,0.45,0.0,33.4,0.97,3.94,36.0,3.0
1336,5,4,29,17,1,1.88,0.08,35.9,75.2,19.9,5.36,57.8,0.29,2.17,5.07,0.43,0.43,2.46,1.59,1.3,33.2,0.29,6.23,25.9,3.0
1337,5,1,32,20,2,2.62,0.12,18.9,69.1,12.8,0.15,50.0,0.0,1.54,1.85,0.46,0.77,1.23,0.92,1.38,23.7,0.15,2.15,46.2,3.0
1338,5,1,30,21,1,0.77,0.06,40.8,83.8,13.2,6.73,69.7,0.05,3.89,0.96,0.24,1.92,5.91,1.59,5.63,40.5,0.0,4.28,66.3,3.0
1339,5,2,36,20,7,3.6,0.11,14.3,62.8,9.07,0.4,50.0,0.27,0.6,2.2,0.33,0.27,0.53,0.53,0.73,14.9,0.4,2.13,62.7,3.0
1340,5,3,31,19,0,0.55,0.0,30.3,66.6,9.34,5.14,40.3,0.0,3.22,1.2,0.05,1.04,3.33,1.48,4.75,28.5,0.0,6.07,53.6,3.0
1341,5,2,27,11,0,0.77,0.0,34.8,81.9,19.4,2.12,47.8,0.0,2.31,1.15,0.19,2.5,5.77,1.73,3.08,22.5,0.0,7.12,68.8,3.0
1342,3,3,27,13,0,0.19,0.0,18.6,72.1,5.89,3.74,57.1,0.0,2.34,1.12,0.37,1.12,2.9,1.21,1.4,14.4,0.0,6.64,40.9,3.0
1343,5,3,32,13,1,0.52,0.33,33.8,77.8,12.4,5.17,81.1,0.0,3.62,1.55,0.0,0.86,2.76,2.07,3.97,21.4,0.0,6.55,48.7,3.0
1344,5,4,28,18,0,1.0,0.0,33.9,75.0,14.0,5.64,58.1,0.21,3.57,3.0,0.21,1.0,2.57,1.36,1.57,27.9,0.07,5.5,45.5,3.0
1345,1,3,24,16,1,0.35,0.2,23.7,64.2,10.7,2.52,40.0,0.07,1.4,1.33,0.14,1.12,2.94,0.84,2.94,18.5,0.07,5.31,50.0,3.0
1346,5,2,28,13,1,0.81,0.11,29.1,76.5,9.19,5.23,57.4,0.0,2.79,1.17,0.09,0.54,3.6,2.16,4.14,19.9,0.0,7.3,51.2,3.0
1347,2,2,30,14,0,0.22,0.0,37.3,86.2,13.8,4.38,63.9,0.0,2.92,0.79,0.11,1.46,3.48,1.91,4.16,26.4,0.0,6.29,60.0,3.0
1348,4,2,32,14,1,2.39,0.09,10.9,68.5,5.87,0.65,100.0,0.0,0.43,1.52,0.43,0.43,1.3,0.22,0.0,12.6,0.22,1.52,30.0,3.0
1349,5,3,32,17,0,0.73,0.0,42.0,74.9,18.7,5.67,50.5,0.06,2.44,2.38,0.24,1.59,4.21,1.4,2.38,34.4,0.43,6.34,64.3,3.0
1350,4,2,26,15,0,0.92,0.0,37.5,81.4,15.1,2.63,50.0,0.13,2.37,3.42,0.13,0.92,1.97,0.79,0.79,32.0,0.0,5.26,40.0,3.0
1351,5,4,33,19,0,0.26,0.0,31.7,73.8,9.21,5.63,47.6,0.0,2.16,1.16,0.11,0.53,1.58,0.95,4.26,20.9,0.0,4.42,62.5,3.0
1352,5,3,28,12,2,1.67,0.29,20.7,62.6,10.0,0.71,60.0,0.0,1.19,1.67,0.24,0.24,1.19,1.19,1.9,19.8,0.0,5.71,56.0,3.0
1353,5,4,24,8,0,1.43,0.0,26.2,66.3,12.4,2.86,46.2,0.0,3.81,2.38,0.0,0.95,4.76,1.9,2.38,32.9,0.48,3.33,62.5,3.0
1354,5,1,24,21,4,2.2,0.1,15.4,68.2,9.44,0.62,52.4,0.0,1.53,1.75,0.11,0.85,1.53,0.45,0.79,21.6,0.17,2.49,33.0,3.0
1355,5,4,32,12,1,1.43,0.13,43.6,85.3,25.7,2.5,66.7,0.0,3.21,1.79,0.0,1.43,5.0,2.68,2.14,34.3,0.18,5.89,44.4,3.0
1356,5,4,41,8,0,1.67,0.0,49.2,81.4,28.8,3.75,50.0,0.42,2.5,7.92,0.42,0.42,1.25,0.42,0.83,43.8,2.08,4.17,0.0,3.0
1357,5,1,29,21,1,0.41,0.13,32.1,83.3,8.27,6.45,67.6,0.05,2.03,0.36,0.05,0.56,2.59,1.52,5.08,32.9,0.0,4.62,58.5,3.0
1358,4,5,32,13,0,0.36,0.0,32.8,80.2,14.2,1.45,41.4,0.0,2.77,0.36,0.12,0.84,3.37,2.05,3.25,25.9,0.0,4.22,50.0,3.0
1359,3,3,28,10,0,3.1,0.0,12.1,63.8,8.1,0.0,0.0,0.0,0.95,1.19,0.0,0.95,1.67,1.19,0.71,16.9,1.19,3.1,72.2,3.0
1360,1,5,32,14,0,1.29,0.0,34.8,73.0,19.7,1.61,29.4,0.0,1.94,2.26,0.0,2.58,3.87,1.29,0.32,35.5,0.65,7.74,33.3,3.0
1361,5,3,29,17,2,1.4,0.09,34.0,72.0,16.5,2.36,40.2,0.0,4.46,2.04,0.13,1.34,3.69,1.4,1.08,26.2,0.06,8.15,46.9,3.0
1362,5,3,31,18,0,0.31,0.0,41.0,81.3,24.0,1.67,54.0,0.0,2.47,1.79,0.06,1.17,2.04,0.99,1.42,34.2,0.37,4.14,45.2,3.0
1363,5,1,27,22,3,2.17,0.12,12.9,66.2,6.92,1.08,65.0,0.17,0.67,1.42,0.42,0.17,0.83,0.5,0.58,24.3,0.58,1.92,41.7,3.0
1364,5,4,30,11,1,0.42,0.25,25.2,81.6,11.2,3.68,68.6,0.0,3.26,1.16,0.21,1.26,2.63,1.58,1.47,17.8,0.0,4.74,43.5,3.0
1365,5,5,34,16,2,1.0,0.25,32.8,82.6,21.6,0.75,66.7,0.13,2.88,2.75,0.25,0.5,1.38,0.75,0.13,25.8,0.5,3.13,47.1,3.0
1366,4,1,29,19,1,0.65,0.1,29.3,81.8,15.4,1.96,63.8,0.07,1.24,1.57,0.26,1.37,3.27,0.85,1.18,29.6,0.46,4.71,30.8,3.0
1367,5,1,23,14,0,1.05,0.0,40.0,80.8,18.5,4.42,74.5,0.0,3.95,2.67,0.0,1.4,3.84,1.51,0.93,48.5,0.47,8.14,47.1,2.0
1368,5,1,19,11,1,5.0,0.17,5.83,46.7,2.5,0.83,100.0,0.0,0.83,5.83,1.67,0.83,2.5,0.83,0.83,22.5,1.67,1.67,20.0,2.0
1369,3,2,22,15,0,0.26,0.0,36.4,77.0,16.8,2.63,42.3,0.0,3.16,0.88,0.0,2.28,5.44,1.32,3.25,29.0,0.0,7.02,73.1,2.0
1370,3,2,30,12,0,1.04,0.0,24.8,77.9,13.0,1.04,63.6,0.0,1.94,1.64,0.0,2.39,4.03,3.43,1.94,24.6,0.6,4.78,60.0,2.0
1371,5,4,37,17,0,0.06,0.0,54.7,88.6,12.8,9.11,74.4,0.0,4.02,0.59,0.0,0.65,1.66,0.83,4.56,44.4,0.0,4.32,64.4,2.0
1372,5,2,25,15,0,0.77,0.0,29.8,74.9,14.4,2.31,51.9,0.09,2.39,0.94,0.09,1.2,3.16,0.94,3.5,21.3,0.09,3.85,50.0,2.0
1373,5,1,30,15,0,0.57,0.0,38.5,72.4,17.3,2.5,41.5,0.0,3.41,1.25,0.11,1.25,3.52,1.48,1.82,42.3,0.0,5.68,50.0,2.0
1374,2,2,22,16,0,1.36,0.0,21.4,63.8,10.2,3.18,50.0,0.0,2.73,2.12,0.15,0.45,2.58,1.67,0.91,17.3,0.15,5.61,53.1,2.0
1375,5,1,31,19,2,1.52,0.05,31.5,75.6,12.0,6.29,64.3,0.15,4.02,3.79,0.53,0.76,2.35,0.83,0.91,35.8,0.23,4.92,27.8,2.0
1376,5,2,29,7,0,0.57,0.0,38.0,84.2,18.3,2.0,70.0,0.29,4.0,2.57,0.57,0.57,4.0,0.0,0.29,27.1,0.29,4.0,66.7,2.0
1377,5,2,26,13,2,1.9,0.1,26.8,59.9,13.5,3.05,35.6,0.19,2.29,2.48,0.19,1.71,4.19,1.52,0.86,25.7,0.19,6.76,57.9,2.0
1378,3,3,35,7,0,0.97,0.0,33.9,80.8,12.3,3.23,76.9,0.0,3.23,1.29,0.0,0.65,2.58,0.65,3.55,27.4,0.0,5.16,41.7,2.0
1379,5,3,32,20,4,1.43,0.33,18.0,60.6,10.4,0.83,63.6,0.12,1.9,2.5,0.48,0.36,0.95,1.07,1.55,18.6,0.24,2.98,53.3,2.0
1380,3,1,29,22,1,0.42,0.14,36.1,83.7,14.9,3.8,67.7,0.0,3.98,1.69,0.06,1.69,4.4,1.14,0.72,39.0,0.18,6.81,44.8,2.0
1381,5,1,23,18,0,2.43,0.0,16.1,62.4,9.29,1.57,34.4,0.14,0.71,2.71,0.43,0.71,2.29,0.86,0.86,27.3,1.57,6.0,25.0,2.0
1382,5,1,33,7,0,0.0,0.0,46.3,77.7,21.0,6.29,53.0,0.14,4.43,1.57,0.14,1.0,3.43,1.29,2.43,46.3,0.0,5.57,27.3,2.0
1383,5,2,29,15,1,0.43,0.17,29.9,76.7,10.7,3.04,43.3,0.0,1.88,0.72,0.0,0.72,2.03,1.59,5.0,22.4,0.0,5.07,58.5,2.0
1384,5,4,32,17,0,0.85,0.0,37.4,79.7,13.9,4.58,49.2,0.0,3.45,0.63,0.14,0.85,3.17,0.99,3.94,32.7,0.0,6.06,69.6,2.0
1385,5,2,23,18,0,1.22,0.0,37.1,72.8,17.7,3.16,44.9,0.1,1.94,2.65,0.41,1.02,3.27,1.73,1.63,31.8,0.41,4.9,28.6,2.0
1386,5,3,28,14,0,0.6,0.0,25.7,72.4,11.0,2.89,55.8,0.0,2.89,2.17,0.0,1.45,3.37,1.81,0.96,23.9,0.0,6.51,22.2,2.0
1387,2,4,31,18,1,0.72,0.17,27.1,81.2,14.1,1.08,64.3,0.12,3.25,1.57,0.12,1.45,3.25,1.33,0.6,22.4,0.0,3.98,50.0,2.0
1388,5,1,23,20,0,0.38,0.0,36.8,75.5,14.1,5.27,50.0,0.0,3.32,0.98,0.05,0.71,3.26,1.25,3.64,38.8,0.0,5.49,57.1,2.0
1389,3,3,28,17,0,0.38,0.0,30.3,66.2,11.6,3.29,37.7,0.0,1.9,1.33,0.06,1.27,3.48,1.01,3.16,24.4,0.13,5.25,41.8,2.0
1390,4,1,24,16,0,0.35,0.0,22.7,68.2,10.7,2.65,50.0,0.18,1.5,2.12,0.18,0.27,1.86,0.71,1.06,27.4,0.44,3.45,8.3,2.0
1391,4,4,24,20,0,0.55,0.0,50.6,86.8,16.6,6.08,66.5,0.05,4.57,0.75,0.1,1.06,2.96,0.9,2.51,41.7,0.0,4.52,63.0,2.0
1392,5,2,30,16,0,4.14,0.0,29.0,62.9,15.2,1.9,24.4,0.0,2.59,5.86,0.17,1.03,3.79,1.38,0.52,35.2,0.69,7.41,20.0,2.0
1393,5,3,24,10,0,1.74,0.0,13.5,73.8,9.57,0.43,50.0,0.43,0.43,1.74,0.87,1.3,1.3,0.87,0.43,23.5,1.3,1.74,0.0,2.0
1394,5,1,19,7,0,1.25,0.0,23.8,70.4,16.3,0.0,0.0,0.0,0.0,3.75,0.0,2.5,2.5,0.0,0.0,35.0,1.25,6.25,70.0,2.0
1395,5,1,35,16,0,1.1,0.0,38.1,81.1,18.6,3.19,60.4,0.22,3.3,1.76,0.22,1.65,4.18,0.99,1.65,40.3,0.44,6.37,40.9,2.0
1396,5,4,29,14,0,0.34,0.0,32.1,80.6,15.5,1.97,51.1,0.0,2.22,1.37,0.0,2.48,4.7,1.37,3.42,19.9,0.0,5.64,28.6,2.0
1397,5,2,24,20,4,1.28,0.16,42.9,82.1,22.2,2.21,55.8,0.15,2.26,1.59,0.26,0.87,2.21,0.67,2.36,30.6,0.36,4.77,63.5,2.0
1398,5,4,26,8,1,2.86,0.25,12.1,70.8,5.71,1.43,50.0,0.0,0.0,1.43,0.0,1.43,4.29,0.71,3.57,18.6,0.0,3.57,0.0,2.0
1399,5,2,33,14,0,0.79,0.0,37.8,72.8,15.8,3.68,50.9,0.0,5.92,3.95,0.13,1.45,3.68,0.79,1.58,27.2,0.0,7.89,46.2,2.0
1400,5,4,28,19,1,0.26,0.2,44.6,81.6,8.63,10.6,65.6,0.05,3.16,0.79,0.05,0.42,1.32,0.89,4.58,37.8,0.0,5.16,72.6,2.0
1401,5,1,20,10,1,2.79,0.06,16.2,64.3,9.34,1.31,44.4,0.16,1.15,2.46,0.33,0.82,2.46,0.33,0.66,31.1,0.98,4.75,28.6,2.0
1402,4,1,25,16,0,0.39,0.0,41.3,89.1,16.0,4.55,71.4,0.0,2.99,0.52,0.0,0.71,2.86,1.49,3.44,41.3,0.0,5.45,63.6,2.0
1403,5,3,25,6,0,0.74,0.0,45.4,83.1,14.8,4.63,53.2,0.19,3.7,0.93,0.19,1.85,4.81,1.67,8.52,33.9,0.0,7.78,71.0,2.0
1404,5,1,34,6,1,2.5,0.14,28.2,88.8,12.9,2.5,100.0,0.0,1.79,3.21,0.0,0.36,0.71,0.71,1.79,32.5,0.0,2.14,30.0,2.0
1405,5,1,21,8,0,1.94,0.0,24.2,66.4,13.2,2.58,57.1,0.0,0.32,2.58,0.0,1.61,4.19,1.61,0.65,29.4,0.0,3.87,0.0,2.0
1406,5,1,26,14,1,1.56,0.2,29.4,71.8,17.2,2.5,42.1,0.0,1.56,2.5,0.0,1.56,5.0,1.88,1.25,38.8,0.63,8.13,47.4,2.0
1407,5,1,30,7,0,0.15,0.0,44.2,81.3,11.1,6.77,64.7,0.15,2.92,0.46,0.15,0.77,2.77,1.38,5.38,47.5,0.0,4.46,46.2,2.0
1408,5,4,31,15,1,0.76,0.17,32.0,85.5,18.2,1.77,77.8,0.0,2.41,1.14,0.0,1.65,3.29,0.89,0.89,23.8,0.13,4.43,60.0,2.0
1409,5,4,23,16,0,0.26,0.0,49.4,77.3,25.9,5.0,54.6,0.0,4.61,1.95,0.06,1.88,3.77,0.97,2.27,40.2,0.52,6.17,53.1,2.0
1410,5,5,34,10,0,2.92,0.0,9.31,72.8,5.28,0.14,100.0,0.0,0.42,1.53,0.0,0.0,0.56,0.69,0.97,11.4,1.11,1.67,40.0,2.0
1411,5,4,22,17,1,0.71,0.11,40.6,78.3,16.4,5.51,62.5,0.0,2.91,2.05,0.0,1.73,5.04,1.26,2.2,33.5,0.0,7.17,72.7,2.0
1412,5,1,36,14,0,0.18,0.0,50.2,85.3,22.4,6.15,76.1,0.0,6.42,1.56,0.0,0.64,2.02,0.83,0.92,48.5,0.18,7.25,40.0,2.0
1413,5,1,24,17,2,0.49,0.29,30.2,72.5,14.4,2.11,42.9,0.07,1.9,1.27,0.14,1.48,4.15,0.77,2.46,31.5,0.21,4.37,47.7,2.0
1414,5,2,31,8,0,1.25,0.0,24.7,68.7,15.6,1.25,44.4,0.0,1.25,2.5,0.31,1.25,1.56,0.63,0.94,25.0,1.56,5.94,50.0,2.0
1415,5,1,34,7,0,0.53,0.0,57.1,85.4,17.4,6.58,71.4,0.0,3.68,0.26,0.0,1.84,3.42,1.05,3.16,54.2,0.0,3.42,63.2,2.0
1416,5,3,21,7,0,0.5,0.0,22.0,55.7,6.0,4.0,29.6,0.0,1.0,0.0,0.0,0.5,3.5,0.5,6.5,23.0,0.0,6.5,50.0,2.0
1417,4,1,24,8,0,0.0,0.0,44.0,77.3,22.2,1.54,31.6,0.13,4.36,1.03,0.13,1.67,3.46,1.15,2.18,39.4,0.0,3.85,82.4,2.0
1418,4,1,27,15,0,0.52,0.0,49.3,84.9,27.7,2.39,59.3,0.07,4.03,2.01,0.3,1.79,4.55,1.27,1.64,48.6,0.3,5.75,76.9,2.0
1419,5,2,28,22,1,1.84,0.04,17.5,68.0,10.5,0.8,30.3,0.16,0.88,2.48,0.4,0.8,1.68,0.88,0.72,22.3,1.28,3.92,35.7,2.0
1420,3,1,26,19,0,0.12,0.0,34.1,74.7,13.8,4.76,56.3,0.0,3.29,0.71,0.0,1.12,2.65,1.06,1.76,35.1,0.0,7.29,53.3,2.0
1421,3,1,19,16,0,0.99,0.0,25.8,73.9,11.0,2.2,44.4,0.0,2.97,2.09,0.11,1.1,2.64,1.21,1.1,34.9,0.66,6.15,31.3,2.0
1422,2,1,31,8,0,2.73,0.0,50.0,70.5,28.2,2.73,33.3,0.0,6.36,7.27,0.0,0.91,0.91,0.0,0.0,60.0,0.91,9.09,25.0,2.0
1423,5,3,21,7,0,2.0,0.0,14.7,56.4,8.0,0.0,0.0,0.0,0.0,1.33,0.67,2.0,2.0,1.33,0.67,28.7,0.0,2.67,28.6,2.0
1424,5,1,20,8,0,1.11,0.0,62.2,82.4,21.1,6.67,60.0,0.0,3.33,5.56,0.0,0.0,5.56,2.22,1.11,60.0,0.0,11.1,0.0,2.0
1425,5,1,19,13,1,0.35,0.25,33.0,81.4,13.5,3.89,53.7,0.0,3.63,0.44,0.0,0.53,2.57,1.06,2.04,34.6,0.09,5.58,45.5,2.0
1426,5,1,36,10,0,3.33,0.0,33.3,67.8,14.2,3.33,80.0,0.83,2.5,4.17,0.83,0.83,1.67,2.5,4.17,49.2,0.0,9.17,50.0,2.0
1427,5,1,25,19,0,0.13,0.0,38.9,72.8,19.5,4.29,47.5,0.0,4.29,1.62,0.06,1.56,3.83,1.17,2.01,38.6,0.26,5.52,58.8,2.0
1428,2,2,23,18,0,0.3,0.0,43.9,81.3,17.3,6.34,64.0,0.0,4.16,0.79,0.0,0.79,2.38,2.48,2.87,32.5,0.1,4.75,51.7,2.0
1429,5,4,29,20,0,0.63,0.0,35.7,81.3,8.53,5.92,55.9,0.0,1.52,0.58,0.0,0.52,1.73,1.1,5.5,27.4,0.05,4.24,81.8,2.0
1430,5,4,30,16,1,2.53,0.05,22.2,62.9,9.54,3.91,50.7,0.34,1.38,3.91,0.46,1.84,4.48,1.49,0.34,30.2,1.03,5.17,20.8,2.0
1431,2,5,35,9,0,0.11,0.0,66.7,89.3,19.0,7.11,70.3,0.0,4.44,0.44,0.0,0.44,2.89,0.67,3.56,50.6,0.0,5.0,64.5,2.0
1432,4,4,37,17,2,2.88,0.07,16.9,77.2,11.5,0.58,75.0,0.0,1.35,1.35,0.0,0.58,0.96,0.77,1.73,20.8,0.19,2.5,46.9,2.0
1433,5,1,30,19,0,0.36,0.0,55.4,84.2,23.6,7.02,64.5,0.12,5.6,1.9,0.24,1.19,2.44,0.77,0.6,59.5,0.06,9.29,47.6,2.0
1434,5,3,27,15,1,0.65,0.14,58.9,85.1,21.0,4.67,48.1,0.0,1.5,0.65,0.0,0.84,2.24,0.84,3.64,45.6,0.0,4.95,70.5,2.0
1435,5,4,32,13,0,0.3,0.0,37.3,78.3,17.9,3.64,54.5,0.15,6.06,1.21,0.15,1.36,3.18,0.91,1.82,29.2,0.0,5.61,38.5,2.0
1436,5,4,23,20,0,0.9,0.0,45.5,80.2,22.5,2.96,49.2,0.1,3.92,1.96,0.3,1.16,3.22,1.01,1.41,38.3,0.4,5.68,26.7,2.0
1437,5,4,31,16,0,0.28,0.0,32.7,77.7,8.72,4.68,49.3,0.07,2.34,0.28,0.07,0.5,2.2,1.28,3.48,26.4,0.0,4.82,55.3,2.0
1438,5,3,24,17,1,0.31,0.25,35.9,83.3,15.0,4.43,65.9,0.15,3.74,3.05,0.31,0.92,2.67,1.22,0.46,27.3,0.0,5.34,30.0,2.0
1439,5,2,26,6,0,0.58,0.0,19.6,52.3,6.35,2.88,38.5,0.19,2.69,1.92,0.38,1.15,2.5,1.73,1.54,18.5,0.19,5.0,28.6,2.0
1440,5,5,24,7,0,0.0,0.0,43.2,85.0,18.2,3.24,44.0,0.0,2.94,0.29,0.0,0.59,1.76,1.76,7.06,37.9,0.0,4.41,72.7,2.0
1441,5,1,33,11,1,0.49,0.33,46.7,88.8,17.7,4.59,71.8,0.0,4.43,0.49,0.0,1.8,3.93,0.82,0.33,47.5,0.0,5.41,75.0,2.0
1442,5,4,28,11,0,0.62,0.0,31.0,79.9,8.15,5.06,54.7,0.0,1.73,0.0,0.0,0.74,1.85,1.48,4.32,25.6,0.0,4.2,75.0,2.0
1443,2,1,24,18,0,0.4,0.0,32.3,82.5,9.03,3.37,56.2,0.0,1.09,0.11,0.0,0.91,3.54,1.09,2.4,31.3,0.06,5.66,49.3,2.0
1444,5,4,32,14,0,0.45,0.0,31.8,72.9,16.2,3.79,44.6,0.0,3.64,1.97,0.0,1.21,3.48,1.36,1.06,28.3,0.15,5.45,30.0,2.0
1445,5,3,34,17,1,0.23,0.33,31.9,81.9,17.4,1.95,78.8,0.0,2.93,1.35,0.0,1.2,3.98,1.28,2.03,21.6,0.08,6.39,50.0,2.0
1446,3,4,36,14,1,0.39,0.33,42.5,82.0,19.2,6.1,71.2,0.0,3.25,2.08,0.39,1.43,3.77,1.17,1.69,33.9,0.0,7.4,30.4,2.0
1447,5,3,32,7,0,0.0,0.0,46.3,84.1,16.9,5.0,50.0,0.0,3.13,0.0,0.0,0.0,2.5,0.0,3.75,38.8,0.0,3.13,33.3,2.0
1448,5,4,26,15,0,0.94,0.0,24.7,82.4,14.7,2.24,59.4,0.0,1.65,1.06,0.24,0.94,2.47,0.94,0.35,23.4,0.24,5.18,50.0,2.0
1449,3,2,27,15,1,0.65,0.17,22.2,73.8,10.6,1.61,57.7,0.0,2.37,1.72,0.11,1.08,2.9,1.29,2.04,20.1,0.22,4.73,20.0,2.0
1450,5,3,32,7,2,1.63,0.29,7.67,39.8,3.49,0.47,11.8,0.0,1.63,0.7,0.23,1.16,3.02,2.09,3.26,13.3,0.0,4.42,46.4,2.0
1451,1,1,30,20,0,0.42,0.0,50.9,86.8,24.5,3.14,69.8,0.0,3.64,1.02,0.17,1.1,3.98,1.78,1.86,49.6,0.42,5.08,73.2,2.0
1452,5,1,35,12,2,1.59,0.18,22.6,70.0,9.57,1.88,46.4,0.14,2.9,3.33,0.58,0.29,0.72,0.29,0.0,30.9,1.16,3.33,43.8,2.0
1453,3,3,39,6,0,0.0,0.0,49.8,88.4,15.1,4.88,58.3,0.0,1.63,0.47,0.0,1.16,2.56,1.63,4.65,42.1,0.23,5.35,61.5,2.0
